blue,green,red,circle_area_ratio,rect_area_ratio,total_area_ratio
0.6705882352941176,0.42745098039215684,0.30980392156862746,0.3950543997427026,0.569690849418191,0.040400390625
0.7372549019607844,0.4,0.26666666666666666,0.86041512066586,0.8139676036569174,0.03492350260416666
0.7098039215686275,0.40784313725490196,0.29411764705882354,0.8584181673060005,0.8066059757236228,0.0337451171875
0.7725490196078432,0.3803921568627451,0.27058823529411763,0.9252109820188434,0.8212662337662338,0.03293619791666667
0.788235294117647,0.4196078431372549,0.3176470588235294,0.881976742389062,0.8239662708389742,0.03467122395833333
0.8196078431372549,0.42745098039215684,0.30196078431372547,0.8852062131385854,0.8067924528301886,0.03479817708333333
0.7764705882352941,0.403921568627451,0.2549019607843137,0.8929136050104858,0.8007028332967274,0.02966796875
0.6470588235294118,0.34509803921568627,0.17647058823529413,0.7170430831686856,0.8204122201297342,0.025525716145833332
0.7568627450980392,0.4470588235294118,0.24705882352941178,0.7912365482249561,0.7974629265678042,0.0363232421875
0.7529411764705882,0.43529411764705883,0.25098039215686274,0.8130240224612448,0.8033095521204915,0.0395849609375
0.7843137254901961,0.43137254901960786,0.3215686274509804,0.9002978592380896,0.8112461048282623,0.03771158854166667
0.7254901960784313,0.4196078431372549,0.30196078431372547,0.9056595278855668,0.8070991070769685,0.035602213541666664
0.8,0.4235294117647059,0.29411764705882354,0.8471814512286607,0.8157973508942603,0.03548665364583333
0.7647058823529411,0.39215686274509803,0.25882352941176473,0.9433025057643808,0.7983014067644418,0.03472819010416667
0.6862745098039216,0.35294117647058826,0.25098039215686274,0.7993494846890798,0.8103679193256126,0.03348307291666667
0.611764705882353,0.35294117647058826,0.25098039215686274,0.8963152842210618,0.7918568485680818,0.03190755208333333
0.7098039215686275,0.3843137254901961,0.27058823529411763,0.841898182318054,0.7900994715573516,0.033095703125
0.7176470588235294,0.39215686274509803,0.30196078431372547,0.770769614303202,0.8376393892605936,0.03973470052083333
0.7568627450980392,0.36470588235294116,0.28627450980392155,0.8992831707893307,0.8189856653162979,0.034220377604166664
0.7764705882352941,0.43137254901960786,0.30980392156862746,0.8540730727382333,0.8210526315789474,0.0325
0.792156862745098,0.4588235294117647,0.3254901960784314,0.8924824086416254,0.8145690193628982,0.033961588541666664
0.7803921568627451,0.4235294117647059,0.30980392156862746,0.8579834712920266,0.8118014705882353,0.03593912760416667
0.7607843137254902,0.43529411764705883,0.3176470588235294,0.8828159165323085,0.7991946100828622,0.03359375
0.7686274509803922,0.396078431372549,0.30980392156862746,0.9196503128326686,0.7994619523443505,0.033857421875
0.7647058823529411,0.3686274509803922,0.2549019607843137,0.8215203680184597,0.777206121784435,0.03884765625
0.7843137254901961,0.39215686274509803,0.23529411764705882,0.823266620301573,0.8175986842105263,0.03236328125
0.7686274509803922,0.3215686274509804,0.19607843137254902,0.9392750739849561,0.7944719800296661,0.0357421875
0.7803921568627451,0.44313725490196076,0.2823529411764706,0.7869289498075267,0.8058296912448893,0.0372119140625
0.6901960784313725,0.3686274509803922,0.23921568627450981,0.9082884182841638,0.790983290983291,0.03343912760416667
0.7764705882352941,0.44313725490196076,0.36470588235294116,0.8399522191741104,0.8230688088283025,0.03301920572916667
0.6509803921568628,0.7176470588235294,0.6980392156862745,0.5421264573946742,0.8498845265588915,0.016770833333333332
0.807843137254902,0.8235294117647058,0.7843137254901961,0.6412765281098998,0.7952485380116959,0.0531201171875
0.8745098039215686,0.8823529411764706,0.8313725490196079,0.6248703674286719,0.8223965561188366,0.04726236979166667
0.6705882352941176,0.7411764705882353,0.7254901960784313,0.7917057432109622,0.8035635269476976,0.0443359375
0.6627450980392157,0.7254901960784313,0.7137254901960784,0.6749292797784849,0.7302517361111112,0.032861328125
0.6784313725490196,0.7411764705882353,0.7372549019607844,0.5978920695485536,0.6845515286495242,0.02201171875
0.9019607843137255,0.8980392156862745,0.8392156862745098,0.5973242853851816,0.7827632642068408,0.0473046875
0.8823529411764706,0.8823529411764706,0.8235294117647058,0.6208418193672367,0.7999645551673502,0.05142740885416667
0.6352941176470588,0.7176470588235294,0.7176470588235294,0.8054558563765458,0.7767081986269025,0.03480143229166666
0.8666666666666667,0.8588235294117647,0.7843137254901961,0.630491473208002,0.8013432759589356,0.05107259114583333
0.8941176470588236,0.8901960784313725,0.8196078431372549,0.514357033258871,0.7458827741407529,0.047472330729166665
0.8470588235294118,0.8549019607843137,0.792156862745098,0.6714142051970112,0.8053260653550237,0.046168619791666664
0.6470588235294118,0.7176470588235294,0.6901960784313725,0.5816646511996623,0.7407725993118549,0.030836588541666668
0.8313725490196079,0.8470588235294118,0.8156862745098039,0.6152456581093723,0.7996580831285394,0.04872395833333333
0.7176470588235294,0.7568627450980392,0.7254901960784313,0.7546578691645883,0.8192016010111649,0.050634765625
0.7686274509803922,0.792156862745098,0.7490196078431373,0.6863331361111382,0.8299375392084662,0.04952473958333333
