blue,green,red,circle_area_ratio,rect_area_ratio,total_area_ratio
0.396078431372549,0.33725490196078434,0.3411764705882353,0.2635290694405126,0.7900416730977002,0.20827962239583334
0.396078431372549,0.3411764705882353,0.3411764705882353,0.26462876329190577,0.791252570781148,0.20914876302083332
0.39215686274509803,0.33725490196078434,0.3411764705882353,0.26196136490015665,0.7870621578411898,0.211533203125
0.1803921568627451,0.16470588235294117,0.11764705882352941,0.29609440260725156,0.8052243043725156,0.18925130208333332
0.23921568627450981,0.2,0.13725490196078433,0.2825975956780592,0.7946766654833748,0.17489095052083334
0.23921568627450981,0.20392156862745098,0.1411764705882353,0.2744974994273465,0.7942270723845305,0.17685384114583333
0.23529411764705882,0.21176470588235294,0.1568627450980392,0.2903304552081369,0.8022771029267144,0.18854817708333332
0.44313725490196076,0.47843137254901963,0.47058823529411764,0.2983131416754067,0.8085234414698724,0.19681966145833332
0.4392156862745098,0.4745098039215686,0.4666666666666667,0.3022330561861175,0.8092567638976961,0.19940592447916666
0.4392156862745098,0.47843137254901963,0.4745098039215686,0.30166813458576963,0.7769123252858958,0.199033203125
0.23921568627450981,0.2549019607843137,0.24705882352941178,0.29521332084229485,0.7907642986255585,0.18868815104166667
0.23921568627450981,0.2549019607843137,0.24705882352941178,0.29530754056860525,0.787070720781865,0.18874837239583334
0.23921568627450981,0.2549019607843137,0.24705882352941178,0.2953228194431421,0.7871114429211348,0.18875813802083333
0.28627450980392155,0.2980392156862745,0.27058823529411763,0.2936915810774329,0.7975920373821679,0.19224772135416668
0.28627450980392155,0.2980392156862745,0.27058823529411763,0.2934479093371619,0.7955389582813732,0.19208821614583332
0.28627450980392155,0.30196078431372547,0.27058823529411763,0.2955885030571983,0.7960125804840517,0.191962890625
0.2901960784313726,0.30196078431372547,0.27450980392156865,0.29889043664749,0.8042069201781432,0.19103841145833333
0.2901960784313726,0.30196078431372547,0.27058823529411763,0.29713503605448693,0.7973372379945226,0.19143880208333333
0.2901960784313726,0.2980392156862745,0.26666666666666666,0.28409969524475087,0.7765555624607269,0.18304036458333334
0.29411764705882354,0.2901960784313726,0.2627450980392157,0.2788496462133585,0.7573519240877528,0.17822916666666666
0.2901960784313726,0.29411764705882354,0.27450980392156865,0.279824384386752,0.7707366909653192,0.18172526041666667
0.29411764705882354,0.2901960784313726,0.26666666666666666,0.27865819832533784,0.7616029385365315,0.17953450520833333
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.3002717612324714,0.7993098500119581,0.19038899739583334
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.3003590383419555,0.8005760967733108,0.1904443359375
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.30206419919219796,0.7965906221636856,0.189990234375
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.29953503974947315,0.7973323858201,0.189921875
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.30202279572105023,0.8002879868348876,0.18996419270833334
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.29972499581129153,0.7994495149021246,0.19004231770833332
0.2627450980392157,0.27058823529411763,0.25098039215686274,0.29931941394957123,0.7995337356006582,0.18978515625
0.2901960784313726,0.30980392156862746,0.2784313725490196,0.30527736015876605,0.8081614624035881,0.19356282552083334
